company_id,type,rule_id,text,confidence_pct
BPCL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
BPCL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
BPCL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
BRITANNIA,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
BRITANNIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
BRITANNIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
BRITANNIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
CANBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
CANBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
CANBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
CANBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
CANBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,92
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,84
CHOLAFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,76
CHOLAFIN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,98
CHOLAFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,87
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,94
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
CHOLAFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87
CIPLA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,86
CIPLA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
CIPLA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,88
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
CIPLA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
CIPLA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
COALINDIA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
COALINDIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74
COALINDIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,72
COALINDIA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
DIVISLAB,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
DIVISLAB,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,98
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
DLF,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
DLF,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,81
DLF,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
DMART,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
DRREDDY,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
DRREDDY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
DRREDDY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
DRREDDY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,89
DRREDDY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,93
DRREDDY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89
EICHERMOT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
EICHERMOT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
EICHERMOT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,94
EICHERMOT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
GAIL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,79
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
GODREJCP,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,96
GODREJCP,pro,PRO_COVERAGE,"Company remains in the covered universe, but financial history is limited for stronger positive rule matching",61
GRASIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,93
GRASIM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,97
GRASIM,pro,PRO_COVERAGE,"Company remains in the covered universe, but financial history is limited for stronger positive rule matching",61
HAL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,92
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
HAL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
HAL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
HAL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
HAVELLS,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
HAVELLS,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
HCLTECH,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,81
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
HCLTECH,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,78
HDFCBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,73
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,96
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
HDFCBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74
HDFCLIFE,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,98
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
HDFCLIFE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
HEROMOTOCO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,83
HEROMOTOCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
HEROMOTOCO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,89
HINDALCO,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
HINDALCO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,88
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
HINDALCO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
HINDALCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,97
HINDUNILVR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
HINDUNILVR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
HINDUNILVR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ICICIBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
ICICIBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,77
ICICIBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,94
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,98
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,83
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
ICICIGI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95
ICICIGI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ICICIGI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
ICICIGI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
ICICIPRULI,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,98
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
INDIGO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
INDIGO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,95
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,81
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
IOC,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,98
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,93
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,76
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
ITC,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,86
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98
JINDALSTEL,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
JINDALSTEL,pro,PRO_COVERAGE,"Company remains in the covered universe, but financial history is limited for stronger positive rule matching",61
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,98
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94
JSWENERGY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,98
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83
JSWSTEEL,con,CON_COVERAGE,"Company carries balance sheet debt, so leverage should be monitored even though no major debt threshold was breached",61
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,79
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,79
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85
LICI,con,CON_COVERAGE,"No high-confidence con rule triggered, but periodic monitoring remains warranted as financial conditions can change",61
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98
